id;regione;Longitude;Latitude;Elevation;SiteName;regione2;d_costa
trentino_6512;trentino;11.553742;46.079537;806;Bieno ;P.A. Trento;-0.5538010001182556
trentino_6525;trentino;10.699326;46.42264;2600;Careser (Diga) ;P.A. Trento;-0.2412620633840561
trentino_6640;trentino;11.451794;46.284762;958;Cavalese (Meteotrentino) ;P.A. Trento;-0.4562537670135498
trentino_6509;trentino;11.234123;45.970184;815;Centa ;P.A. Trento;-0.509981632232666
trentino_6603;trentino;10.646264;45.863908;725;Forte d'Ampola ;P.A. Trento;-0.37190625071525574
trentino_6521;trentino;11.254037;45.939893;1155;Lavarone ;P.A. Trento;-0.5240681171417236
trentino_6574;trentino;10.931337;45.855358;230;Loppio ;P.A. Trento;-0.45720306038856506
trentino_6529;trentino;10.916104;46.355098;735;Male' ;P.A. Trento;-0.31574591994285583
trentino_6644;trentino;10.514022;46.053933;1750;Malga Bissina ;P.A. Trento;-0.2908254861831665
trentino_6528;trentino;10.795807;46.313429;905;Mezzana ;P.A. Trento;-0.2965947985649109
trentino_6543;trentino;11.037444;46.143291;2125;Paganella ;P.A. Trento;-0.4110363721847534
trentino_6516;trentino;11.906843;46.194016;1375;Passo Cereda ;P.A. Trento;-0.5672827959060669
trentino_6533;trentino;11.189417;46.419238;1320;Passo Mendola ;P.A. Trento;-0.35054728388786316
trentino_6546;trentino;11.787638;46.297214;1995;Passo Rolle ;P.A. Trento;-0.5050689578056335
trentino_6642;trentino;11.206388;45.918907;1360;Passo Sommo - Folgaria ;P.A. Trento;-0.5177258849143982
trentino_6638;trentino;10.635572;46.261915;1880;Passo Tonale T0360 ;P.A. Trento;-0.26970812678337097
trentino_6547;trentino;11.799764;46.338417;2032;Passo Valles ;P.A. Trento;-0.4926391541957855
trentino_6639;trentino;10.678177;46.364472;1580;Pejo Frana ;P.A. Trento;-0.25054094195365906
trentino_6541;trentino;11.664561;46.383662;1205;Pezze' di Moena (Diga) ;P.A. Trento;-0.44964322447776794
trentino_6511;trentino;11.494414;46.115589;925;Pontarso ;P.A. Trento;-0.5269511342048645
trentino_6585;trentino;10.813874;46.249712;2084;Pradalago Rifugio Agostini ;P.A. Trento;-0.3213438391685486
trentino_6615;trentino;11.118834;46.390724;958;Romeno ;P.A. Trento;-0.34934329986572266
trentino_6576;trentino;11.065345;45.739264;692;Ronchi di Ala ;P.A. Trento;-0.5232350826263428
trentino_6570;trentino;11.043954;45.896097;203;Rovereto ;P.A. Trento;-0.4824233055114746
trentino_6954;trentino;10.911055;46.066522;690;San Lorenzo in Banale (Pergole) ;P.A. Trento;-0.3982090950012207
trentino_6598;trentino;10.980894;46.065821;245;Santa Massenza (Centrale) ;P.A. Trento;-0.415245920419693
trentino_6564;trentino;11.3022;46.107105;930;Sant'Orsola ;P.A. Trento;-0.48798859119415283
trentino_6609;trentino;11.047544;46.212402;655;Spormaggiore ;P.A. Trento;-0.3898884356021881
trentino_6602;trentino;10.831122;45.919256;428;Tenno ;P.A. Trento;-0.41309159994125366
trentino_6601;trentino;10.882485;45.881852;70;Torbole ;P.A. Trento;-0.43811845779418945
trentino_6591;trentino;10.640512;46.032072;1148;Torrente Arno' ;P.A. Trento;-0.33226439356803894
trentino_6636;trentino;10.683719;45.84185;1520;Tremalzo ;P.A. Trento;-0.3869950473308563
trentino_6561;trentino;11.101279;46.095667;194;Trento (Roncafort) ;P.A. Trento;-0.44088268280029297
trentino_6641;trentino;11.055597;46.013749;1495;Viote del Bondone ;P.A. Trento;-0.45114538073539734
trentino_6544;trentino;11.079707;46.156372;201;Zambana ;P.A. Trento;-0.4186135530471802
aeronautica_6690;trentino-alto adige;11.333;46.467;241;Bolzano AM;P.A. Bolzano;-0.3619764447212219
aeronautica_6693;trentino-alto adige;12.217;46.733;1226;Dobbiaco AM;P.A. Bolzano;-0.36997243762016296
aeronautica_6692;trentino-alto adige;11.033;46.15;2129;Paganella AM;P.A. Trento;-0.4050624966621399
aeronautica_6691;trentino-alto adige;11.783;46.3;2006;Passo Rolle AM;P.A. Trento;-0.5050689578056335
aeronautica_6687;trentino-alto adige;10.5;46.833;1800;Passo Resia AM;P.A. Trento;-0.056716956198215485
aeronautica_6686;trentino-alto adige;10.533;46.75;1461;S. Valentino alla Muta AM;P.A. Bolzano;-0.09335178881883621
umbria_1090;umbria;12.702;43.072;614;Armenzano ;Umbria;-0.5687955617904663
umbria_796;umbria;12.558;42.865;321;Bastardo ;Umbria;-0.49744969606399536
umbria_270;umbria;12.561;43.054;204;Bastia Umbra ;Umbria;-0.5330900549888611
umbria_1480;umbria;12.534;43.286;494;Carestello ;Umbria;-0.6084283590316772
umbria_792;umbria;12.659;43.18;663;Casa Castalda ;Umbria;-0.6012561321258545
umbria_1653;umbria;12.218;43.509;318;Cerbara ;Umbria;-0.6389602422714233
umbria_265;umbria;12.251;43.462;306;Citta' di Castello ;Umbria;-0.6269769668579102
umbria_269;umbria;12.283;42.948;211;Compignano ;Umbria;-0.5371419787406921
umbria_1520;umbria;12.679;42.953;222;Foligno ;Umbria;-0.5168150067329407
umbria_301;umbria;12.563;43.341;449;Gubbio ;Umbria;-0.6363864541053772
umbria_742;umbria;12.143;43.115;263;Isola Polvese ;Umbria;-0.49916717410087585
umbria_4510;umbria;12.122;43.234;694;La Cima ;Umbria;-0.5106530785560608
umbria_807;umbria;12.337;42.916;168;Marsciano ;Umbria;-0.5346104502677917
umbria_1683;umbria;12.729;43.375;1155;Monte Cucco ;Umbria;-0.6849910616874695
umbria_264;umbria;12.418;43.308;590;Montelovesco ;Umbria;-0.5916592478752136
umbria_1652;umbria;12.545;42.552;108;Narni scalo ;Umbria;-0.5950902104377747
umbria_267;umbria;12.791;43.119;517;Nocera Umbra ;Umbria;-0.6058729887008667
umbria_2011;umbria;13.105;42.799;678;Norcia ;Umbria;-0.636418879032135
umbria_2005;umbria;12.11;42.719;264;Orvieto ;Umbria;-0.6592397093772888
umbria_813;umbria;12.136;42.725;127;Orvieto scalo ;Umbria;-0.6505255699157715
umbria_748;umbria;12.142;43.187;308;Passignano ;Umbria;-0.4953504800796509
aeronautica_6784;umbria;12.5;43.083;205;Perugia AM;Umbria;-0.5297380685806274
umbria_3539;umbria;12.387;43.105;412;Perugia Santa Giuliana ;Umbria;-0.512561559677124
umbria_1482;umbria;12.376;43.106;352;Perugia sede ;Umbria;-0.5099368691444397
umbria_266;umbria;12.16;43.35;400;Petrelle ;Umbria;-0.563967227935791
umbria_773;umbria;12.537;43.103;212;Petrignano d'Assisi ;Umbria;-0.5445219278335571
umbria_738;umbria;11.953;43.161;301;Petrignano del Lago - SP 302 ;Umbria;-0.5241376757621765
umbria_1522;umbria;12.767;42.534;389;Piediluco ;Umbria;-0.5525251626968384
umbria_804;umbria;12.926;42.843;535;Ponte Buggianino ;Umbria;-0.582391619682312
umbria_453;umbria;12.429;43.01;176;Ponte Nuovo ;Umbria;-0.48659053444862366
umbria_252;umbria;12.021;42.896;241;Ponte Santa Maria ;Umbria;-0.6075153946876526
umbria_794;umbria;12.464;43.437;679;San Benedetto Vecchio ;Umbria;-0.6499115228652954
umbria_3537;umbria;12.54;42.609;255;San Gemini ;Umbria;-0.5731090307235718
umbria_799;umbria;12.674;42.756;369;San Silvestro ;Umbria;-0.4958040714263916
umbria_2002;umbria;12.739;42.756;323;Spoleto ;Umbria;-0.506907045841217
umbria_3549;umbria;12.65;42.56;129;Terni ;Umbria;-0.5697903037071228
umbria_268;umbria;12.41;42.787;211;Todi ;Umbria;-0.5610402822494507
umbria_2001;umbria;12.35;43.313;322;Umbertide ;Umbria;-0.5810073018074036
aeronautica_6703;valle d'aosta;7.7;45.933;3488;Pian Rosa AM;Valle d'Aosta;-0.12308065593242645
valledaosta_110;valledaosta;7.29903;45.7305;577;Aosta - Mont-Fleury ;Valle d'Aosta;-0.14060109853744507
valledaosta_109;valledaosta;7.32372;45.7369;580;Aosta - Piazza Plouves ;Valle d'Aosta;-0.1413401961326599
valledaosta_112;valledaosta;7.35575;45.6157;1785;Cogne - Gimillan ;Valle d'Aosta;-0.19697418808937073
valledaosta_115;valledaosta;7.76643;45.5966;341;Donnas - Clapey ;Valle d'Aosta;-0.27377140522003174
valledaosta_113;valledaosta;7.23278;45.8167;1339;Etroubles - Chevriere ;Valle d'Aosta;-0.09298710525035858
valledaosta_106;valledaosta;7.81496;45.8561;1837;Gressoney-La-Trinite' - Eselbode ;Valle d'Aosta;-0.17015020549297333
valledaosta_31;valledaosta;7.85621;45.6873;960;Issime - Capoluogo ;Valle d'Aosta;-0.249121755361557
valledaosta_111;valledaosta;6.96684;45.7297;1637;La Thuile - Les Granges ;Valle d'Aosta;-0.07560309767723083
valledaosta_48;valledaosta;7.12338;45.5788;1690;Rhemes-Notre-Dame - Chaudanne ;Valle d'Aosta;-0.16437016427516937
valledaosta_98;valledaosta;7.36344;45.7393;545;Saint-Christophe - Aeroporto ;Valle d'Aosta;-0.14795301854610443
valledaosta_114;valledaosta;7.44461;45.7366;540;Saint-Marcel - Surpian ;Valle d'Aosta;-0.16074997186660767
valledaosta_57;valledaosta;7.0525;45.6137;1859;Valgrisenche - Menthieu ;Valle d'Aosta;-0.1352722942829132
valledaosta_60;valledaosta;7.20835;45.5668;1651;Valsavarenche - Eaux-Rousses ;Valle d'Aosta;-0.18641798198223114
valledaosta_66;valledaosta;7.61112;45.8626;1310;Valtournenche - Maen ;Valle d'Aosta;-0.13656610250473022
veneto_5724;veneto;12.00784;45.01509;1;Adria Bellombra ;Veneto;-0.8145731091499329
veneto_5762;veneto;11.95798;45.15861;3;Agna ;Veneto;-0.8447495102882385
veneto_5680;veneto;12.03251;46.27609;588;Agordo ;Veneto;-0.5494663715362549
veneto_5675;veneto;11.87637;46.49926;1653;Arabba ;Veneto;-0.43357792496681213
veneto_5732;veneto;11.29606;45.37484;28;Arcole ;Veneto;-0.6392549872398376
veneto_5689;veneto;12.42613;46.55558;877;Auronzo ;Veneto;-0.47802597284317017
veneto_5752;veneto;11.58438;45.13408;8;Balduina Sant'Urbano ;Veneto;-0.7253686785697937
veneto_5746;veneto;11.57065;45.39704;18;Barbarano Vicentino ;Veneto;-0.7270376086235046
veneto_5727;veneto;10.765930000000001;45.5177;161;Bardolino Calmasino ;Veneto;-0.45388904213905334
veneto_5782;veneto;12.33814;45.71705;21;Breda di Piave ;Veneto;-0.8321418166160583
veneto_5747;veneto;11.57653;45.71976;193;Breganze ;Veneto;-0.6738830208778381
veneto_5748;veneto;11.47148;45.47482;281;Brendola ;Veneto;-0.6890265345573425
veneto_5776;veneto;11.34351;45.80061;390;Brustole' Velo D'Astico ;Veneto;-0.5881255865097046
veneto_5736;veneto;11.01065;45.35231;41;Buttapietra ;Veneto;-0.5458682775497437
veneto_5691;veneto;12.18443;46.34599;875;Campo di Zoldo ;Veneto;-0.5352537035942078
veneto_5766;veneto;11.9137;45.49483;15;Campodarsego ;Veneto;-0.8271480202674866
veneto_5788;veneto;12.41478;46.07684;1014;Cansiglio Loc. Tramedere ;Veneto;-0.6751213073730469
veneto_5677;veneto;11.99027;46.43977;1076;Caprile ;Veneto;-0.47215545177459717
veneto_5801;veneto;12.5158;46.59322;1370;Casamazzagno ;Veneto;-0.4757096469402313
veneto_5696;veneto;11.30868;45.81485;485;Castana ;Veneto;-0.5762730836868286
veneto_5714;veneto;11.94814;45.69427;51;Castelfranco Veneto ;Veneto;-0.778361439704895
veneto_5722;veneto;11.30257;45.03066;12;Castelnovo Bariano ;Veneto;-0.6229568719863892
veneto_5738;veneto;10.77261;45.45398;122;Castelnuovo del Garda ;Veneto;-0.4619191884994507
veneto_5755;veneto;12.48642;45.45805;2;Cavallino (Treporti) ;Veneto;-0.9129052758216858
veneto_5761;veneto;12.276;45.144;1;Chioggia Loc. Sant'Anna ;Veneto;-0.9086377024650574
veneto_5694;veneto;12.63099;46.60138;1266;Cimacanale (Val Visdende) ;Veneto;-0.48764926195144653
veneto_5719;veneto;11.79122;45.66574;57;Cittadella ;Veneto;-0.7451409697532654
veneto_5764;veneto;12.09993;45.24301;2;Codevigo ;Veneto;-0.9051023125648499
veneto_5707;veneto;12.44035;46.11841;1153;Col Indes (Tambre) ;Veneto;-0.6551416516304016
veneto_5710;veneto;11.72105;45.09248;6;Concadirame (Rovigo) ;Veneto;-0.7597342133522034
veneto_5712;veneto;12.28254;45.88066;71;Conegliano Veneto ;Veneto;-0.7529955506324768
veneto_5697;veneto;11.22556;45.80622;746;Contra' Doppio Posina ;Veneto;-0.5534252524375916
veneto_5798;veneto;12.1276;46.53602;1216;Cortina Loc. Gilardon ;Veneto;-0.44339388608932495
veneto_5800;veneto;12.57575;46.5781;1195;Costalta ;Veneto;-0.4914182722568512
veneto_5690;veneto;12.09333;46.37868;1629;Crep di Pecol ;Veneto;-0.5090434551239014
veneto_5705;veneto;11.20952;45.62545;513;Crespadoro ;Veneto;-0.5851776599884033
veneto_5729;veneto;10.84901;45.5989;112;Dolce' ;Veneto;-0.4735901653766632
veneto_5693;veneto;12.41055;46.46028;816;Domegge di Cadore ;Veneto;-0.5099368691444397
veneto_5757;veneto;12.7073;45.60261;2;Eraclea ;Veneto;-0.8863988518714905
veneto_5767;veneto;11.65501;45.24135;153;Este (Loc. Calaone) ;Veneto;-0.7625942826271057
veneto_5686;veneto;12.17529;46.52677;2210;Faloria ;Veneto;-0.45229968428611755
veneto_5779;veneto;12.1048;45.9015;197;Farra di Soligo ;Veneto;-0.7194771766662598
veneto_5789;veneto;11.89484;46.01553;272;Feltre ;Veneto;-0.6366135478019714
veneto_5684;veneto;12.1173;45.9565;199;Follina ;Veneto;-0.6995259523391724
veneto_5758;veneto;12.89414;45.77501;7;Fossalta di Portogruaro ;Veneto;-0.8521709442138672
veneto_5725;veneto;11.67902;44.98979;6;Frassinelle Polesine ;Veneto;-0.717917263507843
veneto_5772;veneto;12.49369;45.89151;17;Gaiarine ;Veneto;-0.7633028626441956
veneto_5679;veneto;11.88295;46.31246;1392;Gares (Canale D'agordo) ;Veneto;-0.5124940276145935
veneto_5765;veneto;12.08742;45.16084;4;Gesia (Cavarzere) ;Veneto;-0.8732353448867798
veneto_5737;veneto;11.01372;45.50916;176;Grezzana ;Veneto;-0.5392082929611206
veneto_5735;veneto;11.17178;45.45954;155;Illasi ;Veneto;-0.5923312902450562
veneto_5784;veneto;11.74661;46.04918;586;Lamon ;Veneto;-0.6022955179214478
veneto_5720;veneto;11.95239;45.34669;7;Legnaro ;Veneto;-0.8602361679077148
veneto_5783;veneto;12.30382;46.26092;434;Longarone ;Veneto;-0.5838636755943298
veneto_5716;veneto;11.3799;45.38992;31;Lonigo ;Veneto;-0.6683319211006165
veneto_5759;veneto;12.94687;45.70425;2;Lugugnana di Portogruaro ;Veneto;-0.876912534236908
veneto_5730;veneto;11.63388;45.09176;6;Lusia ;Veneto;-0.7318888306617737
veneto_5743;veneto;11.58835;45.78348;665;Lusiana ;Veneto;-0.6566053628921509
veneto_5678;veneto;11.9051;46.42785;1501;Malga Ciapela ;Veneto;-0.46436604857444763
veneto_5740;veneto;11.46482;45.66871;102;Malo ;Veneto;-0.6555938124656677
veneto_5733;veneto;10.92363;45.5473;283;Marano di Valpolicella ;Veneto;-0.503150999546051
veneto_5781;veneto;11.94258;45.77817;102;Maser ;Veneto;-0.7464693784713745
veneto_5751;veneto;11.48118;45.11675;10;Masi ;Veneto;-0.6903876662254333
veneto_5760;veneto;12.11769;45.4353;5;Mira ;Veneto;-0.8941912055015564
veneto_5799;veneto;12.25027;46.57574;1810;Misurina ;Veneto;-0.4352378249168396
veneto_5794;veneto;12.308;45.58008;5;Mogliano Veneto ;Veneto;-0.8804616928100586
veneto_5777;veneto;11.25584;45.83265;635;Molini Laghi ;Veneto;-0.5538010001182556
veneto_5717;veneto;11.46828;45.24286;15;Montagnana ;Veneto;-0.6988575458526611
veneto_5695;veneto;11.82736;46.03144;1276;Monte Avena ;Veneto;-0.6228640675544739
veneto_5739;veneto;11.28337;45.46737;61;Montecchia di Crosara ;Veneto;-0.6301003694534302
veneto_5703;veneto;11.54816;45.65788;71;Montecchio Precalcino ;Veneto;-0.6837003827095032
veneto_5749;veneto;11.66204;45.44899;24;Montegalda ;Veneto;-0.7536067962646484
veneto_5756;veneto;12.58868;45.66761;4;Noventa di Piave ;Veneto;-0.8637001514434814
veneto_5750;veneto;11.56677;45.26383;14;Noventa Vicentina ;Veneto;-0.733468234539032
veneto_5780;veneto;12.52447;45.76503;8;Oderzo ;Veneto;-0.8232859373092651
veneto_5685;veneto;12.00704;46.51806;2138;Passo Falzarego ;Veneto;-0.43851780891418457
veneto_5706;veneto;12.42416;46.65148;1667;Passo Monte Croce Comelico ;Veneto;-0.43629708886146545
veneto_5701;veneto;11.82271;46.48276;2262;Passo Pordoi ;Veneto;-0.43425628542900085
veneto_5744;veneto;11.25936;45.61913;716;Passo Santa Caterina Valdagno ;Veneto;-0.6027296185493469
veneto_5778;veneto;11.2382;45.77677;955;Passo Xomo Posina ;Veneto;-0.5656729340553284
veneto_5709;veneto;11.52975;44.98879;7;Pelizzare Bagnolo di Po' ;Veneto;-0.6815263628959656
veneto_5687;veneto;12.11253;46.5929;1433;Podestagno ;Veneto;-0.41766467690467834
veneto_5786;veneto;12.52452;45.7165;5;Ponte Di Piave ;Veneto;-0.8487582206726074
veneto_5768;veneto;11.84903;45.18603;6;Ponte Zata (Tribano) ;Veneto;-0.8179113268852234
veneto_5754;veneto;12.76147;45.74482;3;Portogruaro Lison ;Veneto;-0.8384824395179749
veneto_5702;veneto;11.7403;45.80485;540;Pove del Grappa ;Veneto;-0.6903475522994995
veneto_5713;veneto;12.36932;44.91663;2;Pradon Porto Tolle ;Veneto;-0.9017858505249023
veneto_5753;veneto;11.63065;45.56843;36;Quinto Vicentino ;Veneto;-0.7260821461677551
veneto_5699;veneto;11.22594;45.67982;913;Recoaro 1000 ;Veneto;-0.5843011140823364
veneto_5741;veneto;11.18165;45.7182;1261;Rifugio La Guardia Recoaro ;Veneto;-0.5618594288825989
veneto_5773;veneto;12.39647;45.64067;7;Roncade ;Veneto;-0.8710118532180786
veneto_5745;veneto;11.77648;45.71592;83;Rosa' ;Veneto;-0.726607084274292
veneto_5721;veneto;12.26199;45.07048;2;Rosolina Po di Tramontana ;Veneto;-0.9043700695037842
veneto_5728;veneto;11.25143;45.26514;19;Roverchiara ;Veneto;-0.626851499080658
veneto_5681;veneto;11.95784;46.22896;1279;S. Andrea (Gosaldo) ;Veneto;-0.558365523815155
veneto_5682;veneto;12.15469;46.04768;568;S. Antonio Di Tortal ;Veneto;-0.6643746495246887
veneto_5692;veneto;12.55338;46.557;985;S. Stefano di Cadore ;Veneto;-0.49686434864997864
veneto_5718;veneto;11.08626;45.23885;22;Salizzole ;Veneto;-0.5705512762069702
veneto_5711;veneto;11.57719;45.03073;7;San Bellino ;Veneto;-0.7017548084259033
veneto_5704;veneto;11.18168;45.60781;814;San Bortolo ;Veneto;-0.5795207023620605
veneto_5797;veneto;12.39696;46.17982;805;San Martino D'Alpago ;Veneto;-0.6274166107177734
veneto_5734;veneto;10.88834;45.50865;137;San Pietro in Cariano ;Veneto;-0.4967776834964752
veneto_5796;veneto;11.8262;45.03274;3;Sant' Apollinare (Rovigo) ;Veneto;-0.7690316438674927
veneto_5726;veneto;11.00903;45.21726;23;Sorga' ;Veneto;-0.5443264842033386
veneto_5683;veneto;12.07977;46.14025;363;Sospirolo ;Veneto;-0.6151374578475952
veneto_5763;veneto;11.67737;45.34206;114;Teolo ;Veneto;-0.7677463889122009
veneto_5708;veneto;12.36323;46.15086;587;Torch (Pieve d'Alpago) ;Veneto;-0.6384697556495667
veneto_5731;veneto;12.02654;45.6068;23;Trebaseleghe ;Veneto;-0.8231890201568604
veneto_5791;veneto;11.42688;45.021;10;Trecenta ;Veneto;-0.6555938124656677
aeronautica_6729;veneto;12.1;45.683;46;Treviso/Istrana AM;Veneto;-0.812204122543335
aeronautica_6730;veneto;12.183;45.65;23;Treviso/S. Angelo AM;Veneto;-0.8333280682563782
veneto_5698;veneto;11.18511;45.70329;693;Turcati Recoaro ;Veneto;-0.5652586817741394
veneto_5700;veneto;11.30894;45.63065;248;Valdagno ;Veneto;-0.6174679398536682
veneto_5775;veneto;12.00731;45.88139;189;Valdobbiadene Bigolino ;Veneto;-0.712640106678009
veneto_5795;veneto;12.14177;45.34876;1;Valle Averto ;Veneto;-0.9171728491783142
veneto_5792;veneto;12.33254;46.41477;738;Valle di Cadore ;Veneto;-0.5137109756469727
veneto_5742;veneto;11.21496;45.7571;619;Valli del Pasubio ;Veneto;-0.5621671080589294
veneto_5771;veneto;12.34149;45.81115;38;Vazzola ;Veneto;-0.7931188941001892
veneto_5802;veneto;12.3283;45.4293;1;Venezia Istituto Cavanis ;Veneto;-0.9171728491783142
aeronautica_6733;veneto;12.333;45.5;6;Venezia/Tessera AM;Veneto;-0.9171728491783142
aeronautica_6723;veneto;10.867;45.383;68;Verona/Villafranca AM;Veneto;-0.4943371117115021
veneto_5723;veneto;11.92263;45.0707;2;Villadose ;Veneto;-0.8045053482055664
veneto_5715;veneto;10.83289;45.37175;67;Villafranca Veronese ;Veneto;-0.4859565198421478
veneto_5688;veneto;12.206480000000001;46.44262;953;Villanova (Borca di Cadore) ;Veneto;-0.4927249848842621
veneto_5774;veneto;12.23517;45.74828;40;Villorba ;Veneto;-0.8058878183364868
veneto_5769;veneto;12.11314;45.78455;171;Volpago del Montello ;Veneto;-0.7661702036857605
veneto_5770;veneto;12.17524;45.59004;11;Zero Branco ;Veneto;-0.8616942167282104
